date,sample_idx,g_short,g_long,g_distribution,history_total_mean,history_volatility,daily_total_volatility,peak_to_average,trend_strength,robust_shift_z,target_cv,date_mape,date_norm_abs_error,date_total_target
2024-10-22,0,0.9240801930427551,0.06258166581392288,0.0133381811901927,85904.8333307902,0.2791304673216265,0.21737527252124944,1.2401048447388923,0.04592291081933831,0.20498514172337284,0.22039198923718106,20.381324955366914,0.0905028071880048,65445.0
2024-10-23,1,0.8533233404159546,0.004368012771010399,0.1423085778951645,84774.8333307902,0.2978851154736558,0.23616524919663986,1.25663473243666,0.11989407234031609,0.7253320399442424,0.2268844366600536,7.873227142895807,0.05194745049567005,71521.99998474121
2024-10-24,2,0.7450851798057556,0.0024724872782826424,0.25244224071502686,84093.6666615804,0.2151659000362632,0.17294207321422822,1.266813592856101,0.4163095914957082,0.37475978355157175,0.2273503698254511,11.993268857502391,0.058406385070105836,76724.0
2024-10-25,3,0.03678905591368675,0.02971920184791088,0.9334917664527893,79125.83332824707,0.19765548660976362,0.14635320219938927,1.267272593120918,0.09979041822212587,0.027805661481809824,0.19986906349397932,16.901748903081515,0.14117829525604778,107778.0
2024-10-26,4,0.309233158826828,0.5217645764350891,0.16900226473808289,82985.49999491374,0.23004051817790316,0.19030475502756095,1.298757011846718,0.09042543595831459,1.4436585646814883,0.2284394004572014,22.612292199846138,0.1372398703783967,77215.0
2024-10-27,5,0.18356868624687195,0.015147319994866848,0.8012839555740356,79142.3333307902,0.24747383138099185,0.19894321245650742,1.3618248978018082,0.013204058511040189,0.1742187938538477,0.2167616136868875,18.574707051031186,0.16016655691817142,96437.0
2024-10-28,6,0.6269997954368591,0.30599918961524963,0.06700101494789124,82520.16666412354,0.26714146398732214,0.2205707728478863,1.306080735860384,0.3755688003654273,1.0350098350872057,0.22385316386552806,13.990275059123809,0.09739124772857961,70145.99998474121
2024-10-29,7,0.9577093720436096,0.021713677793741226,0.02057694084942341,83303.6666615804,0.29599705862791026,0.25652416911508424,1.2937965916656,0.016517880366418616,0.36277845771211226,0.20572155911474038,19.86211911265641,0.08499096601783217,62849.000007629395
2024-10-30,8,0.5809872150421143,0.0016935981111600995,0.4173191785812378,81858.1666653951,0.30484025254784725,0.2627827736982462,1.3166432182699044,0.16950049772170322,0.7116828780921345,0.22745456035422293,8.067350876750616,0.0442667817660318,67647.0000076294
2024-10-31,9,0.811248242855072,0.0024156435392796993,0.18633601069450378,80345.33333333333,0.23797501466397197,0.19710121694011074,1.3414344745183293,0.4994814051723055,0.2582861539714189,0.2427580520948923,11.662314230567315,0.05228795191922255,73922.0
2024-11-01,10,0.02400723472237587,0.025368858128786087,0.9506239295005798,74702.66666666667,0.20221096528116547,0.15893867853760418,1.2909445445945704,0.04408142502721902,0.23251231626513258,0.1965137783019922,16.48264471021425,0.13219013757970716,107883.0
2024-11-02,11,0.3240275979042053,0.5162304043769836,0.15974196791648865,79814.0,0.233492887388603,0.201033761449745,1.3516801563635452,0.14340842458716516,1.5907084068361739,0.23897674343610786,15.483118406757365,0.10118753647466776,77711.0
2024-11-03,12,0.10552221536636353,0.01232682354748249,0.8821509480476379,76693.0,0.23306608328301248,0.20244371576718798,1.4066863990194671,0.09864003253567848,0.6685115413217709,0.22078382471126717,17.795490318805392,0.11571229391723385,98030.00001525879
2024-11-04,13,0.6233922243118286,0.3386986553668976,0.03790914639830589,81340.3333384196,0.2604232627271271,0.23393229316196643,1.3263161776230816,0.4325160540129272,0.9359160719586861,0.22536154563995084,17.565489841331562,0.10534680369608126,68453.0
2024-11-05,14,0.9465513825416565,0.049774330109357834,0.003674357431009412,82274.33333714803,0.2937626229700858,0.2790067038236529,1.3112594854814739,0.009796493750581205,0.3183527884287394,0.21198608516303946,39.18661754777411,0.43354539272322684,42615.0
2024-11-08,15,0.2804889976978302,6.463180761784315e-05,0.7194463610649109,78102.33333587646,0.34142275931975524,0.3359457267519498,1.3813031620457838,0.40084589874370713,1.4354301765487594,0.27179362905968507,54.92977169619977,0.5552329510661546,105528.00003051758
2024-11-09,16,0.6390374302864075,0.3067799508571625,0.054182570427656174,83370.0000076294,0.5162131176675259,0.5393246220139494,1.2940266281651356,0.028247570700094878,0.5369306090296962,0.2880973640475589,23.45099985070245,0.13614506680589156,76039.0
2024-11-11,17,0.008386543020606041,0.0014717079466208816,0.9901418089866638,78062.66667429607,0.5343089233545655,0.5392784366619019,1.351836985928449,0.02141868925610947,0.03698992288205851,0.2840876119491816,24.023417229801375,0.2628148485841931,69311.0
2024-11-13,18,0.6005969047546387,0.027542391791939735,0.37186065316200256,76662.66667429607,0.505603183843133,0.5046808637780617,1.376523992817219,0.3746151974763992,0.14096104079811558,0.29274703319597617,13.508053840446355,0.08756529388514386,69991.0
2024-11-14,19,0.9416871070861816,0.0423344187438488,0.015978479757905006,71989.50000508626,0.46829657984968565,0.44630028204446076,1.4658804412179796,0.02136422672599943,0.058025428790852464,0.26595344586538594,9.958743918385244,0.04255110859912901,73408.00001525879
2024-11-15,20,0.1477782130241394,0.007668029051274061,0.8445538282394409,72815.33334096272,0.4258392321431576,0.38057318166778586,1.44925519377046,0.4228916988001481,0.2895640026312098,0.26170950111162294,22.514461809656844,0.2443748574684636,110958.0
2024-11-16,21,0.40307584404945374,0.46047690510749817,0.13644729554653168,84205.83334096272,0.2564541260692029,0.18761587574677044,1.3176996841859343,0.06448484331834226,1.326760768461385,0.2324176153480843,22.85011584239049,0.10915961159761031,83674.0
2024-11-17,22,0.06429270654916763,0.003258880227804184,0.9324483871459961,80563.50000254314,0.24062307614342404,0.18090635975103675,1.3772738274342278,0.09476996406262125,0.8196428567305215,0.21776689630592294,15.012393767150405,0.14172856320543567,108010.0
2024-11-18,23,0.6200432777404785,0.33542248606681824,0.04453415051102638,85892.00000254314,0.29704975289632846,0.22137878426442067,1.2918316024392806,0.4505541843111603,0.9481431431348176,0.2436020463942051,20.366709612103243,0.162956157441768,70305.9999923706
2024-11-19,24,0.9826542735099792,0.014652951620519161,0.0026926856953650713,86057.8333346049,0.3338487330112536,0.2892323715719056,1.2893422446342537,0.003660329108517541,0.26698438991552975,0.2358965348832494,14.952265321368078,0.13020543176180288,65941.0
2024-11-20,25,0.8949375748634338,0.0015989369712769985,0.10346350073814392,85382.8333346049,0.3360030499744953,0.2918854068755327,1.2995352305207435,0.08745317675271477,0.4085007053721163,0.24363869294303026,11.619462947854691,0.06682691858601364,68853.0
2024-11-21,26,0.8518415689468384,0.0003518613229971379,0.14780659973621368,84623.6666653951,0.25641212478853387,0.19841261886490766,1.3111934801730085,0.49755584529898267,0.2487637476810683,0.25399175808179775,11.625931666716962,0.08682625316215778,71400.0
2024-11-22,27,0.004702043253928423,0.0009916023118421435,0.9943063855171204,78030.6666653951,0.22380615325586156,0.1566320206875261,1.3841993746274128,0.15729713104505938,0.0480277457886245,0.23206025465956465,15.85116820469834,0.11790856380065336,107721.00001525879
2024-11-23,28,0.37852203845977783,0.45665431022644043,0.16482360661029816,82038.50000127156,0.2413043401183103,0.20020290979292255,1.3165769729861698,0.003522736090210469,1.2529694643016718,0.2497526322273645,26.013494869944402,0.17355614894184365,76688.0
2024-11-24,29,0.07067400962114334,0.0012321731774136424,0.9280937910079956,76818.16666793823,0.24439429352800715,0.1880045153726614,1.4022854838609229,0.08307930642522172,0.9488190580112962,0.21485239245294668,14.442808574606314,0.11501878717478087,100875.0
2024-11-25,30,0.6484624743461609,0.3095693588256836,0.04196816310286522,81913.00000254314,0.32304167519767424,0.23866633682695176,1.3150659847876942,0.4264768717897698,1.058902460682361,0.24886738190375496,16.33042600899726,0.1431749715343076,66922.0
2024-11-26,31,0.9884997010231018,0.009178884327411652,0.0023214088287204504,82076.50000254314,0.3645099977219031,0.29715117546278913,1.3124463154730168,0.02352683167459831,0.2810742545928133,0.24274562073725153,11.435331189659788,0.07325671170428344,60820.0
2024-11-27,32,0.8224688172340393,0.0005236531724222004,0.1770075112581253,80737.6666692098,0.36573914526613166,0.30798896054575575,1.3342099723615048,0.13104168644540232,0.4936769111594352,0.25657155569232903,9.434352023066438,0.059573738757247446,67472.0
2024-11-28,33,0.8848069906234741,0.0002583133755251765,0.11493473500013351,80083.00000254314,0.28233863627750244,0.2281238481311992,1.3451169413213537,0.5025910619479869,0.1659419311276165,0.2615282751889193,6.410685769447826,0.03416253147101734,70655.0
2024-11-29,34,0.005218567326664925,0.0008561958675272763,0.9939252734184265,73905.33333333333,0.2387643818788684,0.17994150963634692,1.3649217918418157,0.0816314564578109,0.1959915027246698,0.21695245291613285,12.133252670660982,0.08915731409802886,102950.99998474121
2024-11-30,35,0.3417554795742035,0.4728519916534424,0.18539251387119293,78282.49999745686,0.22109782051578275,0.20828140658515135,1.3151215148735125,0.026519336822516566,1.2904362058887382,0.2390196467638098,17.43787373915533,0.08947089594403937,75418.0
2024-12-01,36,0.13829106092453003,0.009453297592699528,0.8522557020187378,74039.66666412354,0.21203594955876284,0.19445201157822303,1.3904843798361788,0.11474930105427932,0.8865404066827107,0.20037062990661764,22.833750038937037,0.12644474141276252,98860.0
2024-12-02,37,0.6439317464828491,0.32316353917121887,0.03290467709302902,79362.66666412354,0.2651946685897689,0.2383813868290278,1.2972220353991828,0.47931857129992655,1.0441436614877637,0.2270198014136288,17.930983201639155,0.160215101829328,65077.0
2024-12-03,38,0.9806699752807617,0.01664336584508419,0.0026865743566304445,80072.16666412354,0.29360769874221754,0.28485213793620734,1.2857276663511163,0.029910518220972328,0.32183327099780645,0.21046278013896766,13.448647889730339,0.08231904420197227,59413.0
2024-12-04,39,0.8595555424690247,0.0009910350199788809,0.13945339620113373,78728.99999745686,0.30373231059734507,0.2928241846598366,1.307662995694938,0.14279363386253024,0.5135517189384801,0.22780768585266112,8.632551229314778,0.031631296936770976,62247.0
2024-12-05,40,0.8887009024620056,0.0003952752740588039,0.1109037771821022,77327.66666412354,0.22995408917583443,0.21094531804413216,1.3313604874683969,0.5263833986035167,0.26628390747212516,0.24413867459043223,9.084528471004662,0.052368242839956475,66811.0
2024-12-06,41,0.00555878272280097,0.001166295143775642,0.9932749271392822,71304.33333333333,0.19628411323360498,0.17212189711684284,1.3864515013112808,0.12070795136340476,0.0840788420976071,0.20923685091422572,16.68038652992163,0.10457730093728371,100991.0
2024-12-07,42,0.2946265637874603,0.5441282987594604,0.16124515235424042,75566.5,0.23464972869036507,0.21227484683143602,1.3364519992324642,0.028200326864417435,1.256468858953331,0.2560327843168351,13.909229768416726,0.09428882101798189,73089.0
2024-12-08,43,0.0677608773112297,0.007517090532928705,0.9247220754623413,71271.33333333333,0.22900265771539557,0.1991861212846915,1.4169932745283285,0.11241546390788255,0.8342089900758902,0.23166582155030171,26.707257719077763,0.10931179876375001,95459.0
2024-12-09,44,0.6055078506469727,0.34613490104675293,0.048357266932725906,76335.0,0.28544619958404605,0.2429920912960167,1.3229973144691165,0.4722080303923495,0.9633853881450989,0.2491703683387466,18.896104038149726,0.11916534227221996,67395.0
2024-12-10,45,0.9696471095085144,0.02773628756403923,0.002616634126752615,77665.33333333333,0.33659862873199736,0.2922501096298987,1.300335628079452,0.06628439973218425,0.12427159038826688,0.24779939668949633,10.82097021051497,0.08081562438649056,59641.0
2024-12-11,46,0.9020492434501648,0.0021530091762542725,0.09579770267009735,77231.0,0.3518356446770947,0.30059655820373676,1.3076484831220623,0.09283836801284458,0.4627338003884851,0.25491518656065254,7.401467852063081,0.036508936934233224,61440.0
2024-12-12,47,0.911175012588501,0.0005945682642050087,0.08823034912347794,76335.83333333333,0.24992681619193458,0.2043108404107996,1.3229828717400085,0.5181184022357347,0.3267533479967703,0.2625840347598044,8.79602493756536,0.034980477288729675,65386.0
2024-12-13,48,0.00976672861725092,0.0006844608578830957,0.9895488023757935,70401.66666666667,0.22132631135996747,0.1618994835071935,1.3559196041760373,0.10941502331857673,0.10872388786665224,0.23118793332371473,16.20630835136456,0.08380619204670861,94651.0000076294
2024-12-14,49,0.2503901720046997,0.5333899259567261,0.21621990203857422,73995.3333346049,0.22673544148823993,0.19020101688182883,1.2900678420940004,0.01091960743952394,1.1121583597829863,0.234125853548715,18.616333480187613,0.14343911981378857,67391.0
2024-12-15,50,0.07986585050821304,0.0030290684662759304,0.9171050786972046,69317.3333346049,0.21378227115624215,0.18900408076523417,1.3654737632611338,5.7705624373797175e-05,0.20181177654755914,0.20168233127806473,15.029397548881082,0.09686737001773689,88146.9999923706
2024-12-16,51,0.6699088215827942,0.2788103520870209,0.05128084495663643,72776.0,0.25765675922962183,0.22759220144767706,1.3005798615976338,0.39169506420208045,1.0597618293078739,0.21219219596494412,10.98618149430742,0.09451966763562712,63747.0
2024-12-17,52,0.9714325070381165,0.02165600098669529,0.006911495700478554,73460.33333333333,0.28873389958079093,0.2769215043787064,1.288464069147922,0.03140470367227665,0.14049597770381886,0.2046364306461726,10.549735526681363,0.054566755826472836,59830.00001525879
2024-12-18,53,0.7668827176094055,0.0036579209845513105,0.22945944964885712,73192.00000254314,0.29207531723119745,0.276365658014046,1.2931877801445602,0.07590993530096406,0.34883318857720896,0.20954363135104798,11.216241673758947,0.05378742369797026,62153.0
2024-12-19,54,0.8497681021690369,0.0017652494134381413,0.14846664667129517,72653.1666692098,0.22839891690161765,0.1946164180684135,1.3027787273000204,0.44730328349751003,0.1673976429548358,0.21301449463483085,6.466868611347015,0.030076631620166813,65630.00001525879
2024-12-20,55,0.009268551133573055,0.0031375118996948004,0.987593948841095,67816.33333714803,0.19077627874872063,0.14820385489242924,1.299790119205486,0.025967195483519025,0.21401375389282193,0.17943422903456954,15.552878949141236,0.07339747047528529,95536.00001525879
2024-12-21,56,0.251255601644516,0.5392610430717468,0.20948338508605957,72507.16667302449,0.20096543737549563,0.17774027670066408,1.317607684852509,0.10190716810393835,1.5449821579203011,0.2187732915427097,29.1817241697346,0.16974070720573897,63708.00001525879
2024-12-22,57,0.048721473664045334,0.0013502378715202212,0.9499282240867615,68434.00001017253,0.22916225378905367,0.18900859123301578,1.3960312125706171,0.0005698919358128079,0.007449853797045882,0.20923710700444204,22.438359962043446,0.08042592895637576,84251.0
2024-12-23,58,0.6507174372673035,0.2899375557899475,0.059344999492168427,71851.33334350586,0.2883017096493398,0.241210501166446,1.3296343375915045,0.33988234940595513,1.14823501728282,0.22516371095688256,10.879264932397643,0.08904894252282149,61493.0
2024-12-24,59,0.9687173366546631,0.025677066296339035,0.005605569574981928,72128.5000076294,0.30461962660077957,0.2874694506814957,1.324524979795136,0.009150335857950581,0.18623196993425525,0.21613448292146487,12.022929236947988,0.06295909412217396,56672.0
2024-12-25,60,0.7274150252342224,0.0033324752002954483,0.26925256848335266,71215.0000076294,0.3106061823855006,0.29196076545380034,1.3415151303099606,0.12578810663903814,0.4556954820934976,0.22868733283869186,9.480671098405919,0.06466963932383564,59480.0
2024-12-26,61,0.8339473605155945,0.0018122097244486213,0.16424040496349335,70190.00000508626,0.24471872041980153,0.21073526942932191,1.361105570712863,0.5136914092127941,0.16310370097256968,0.24010268018755926,47.52342565334028,0.2041126138932362,55128.0
2024-12-27,62,0.003517855890095234,0.0005411917227320373,0.9959410429000854,63455.333335876465,0.20924583203992517,0.15873837951796146,1.3277213367401233,0.13521322108330674,0.927036026018064,0.21211285240500213,21.270556716771473,0.14807480740778212,91853.0
2024-12-28,63,0.2242899090051651,0.5514289736747742,0.22428108751773834,68146.16666666667,0.3357641195670397,0.2274826433463401,1.347882125920509,0.11155433051993631,1.480424778761062,0.25485019401446873,16.04283088807143,0.10674283918537093,66245.0
2024-12-29,64,0.09404215961694717,0.010649353265762329,0.8953084945678711,65145.166666666664,0.34289737035023904,0.229217016623602,1.4099741346889383,0.0729447822939026,0.7495119094103866,0.22894740837068434,17.398925651559047,0.0759480940102447,77435.0
2024-12-30,65,0.6519348621368408,0.2377261221408844,0.11033903062343597,67802.16666666667,0.36978183376972074,0.24732086493392558,1.35472071934771,0.3062291519690865,0.8441219914849248,0.24247182834183462,12.090615525253222,0.09332624170544608,59714.0
2024-12-31,66,0.9676887392997742,0.02073870226740837,0.011572586372494698,68309.16666666667,0.382383668863519,0.28318121001779895,1.3446657964402045,0.0034256017371997413,0.21627260083449235,0.23230274858027658,21.28832447287912,0.22880183857371025,75425.0
2025-01-01,67,0.7302833199501038,0.08102983236312866,0.18868687748908997,70966.66666666667,0.38754077007843407,0.32116854570594205,1.2943118835133864,0.2860075152653828,0.29449978345604155,0.22217570180918728,25.50190193219682,0.17699866810624493,63024.00003051758
2025-01-02,68,0.7643935680389404,0.006463261786848307,0.2291432023048401,72282.66667175293,0.20723197843603022,0.22081616249853261,1.2707472514416085,0.39883697291356845,0.5961116504017198,0.18856936511618216,13.635412243366142,0.1255033477128716,62603.0
2025-01-03,69,0.2285754382610321,0.11741004884243011,0.654014527797699,67407.66667175293,0.20361787874130902,0.16639350372375739,1.1487565706298066,0.05402946251996843,0.19492887631597172,0.1440401708132813,11.05209967255406,0.08448934276630023,73750.0
2025-01-04,70,0.5646626353263855,0.28400948643684387,0.15132787823677063,68658.50000508626,0.18445899108256472,0.16822153383524346,1.127828309594057,0.05367143179252406,0.43608716767509287,0.14582884634140658,24.755213744315473,0.2932066171680804,54338.0
2025-01-05,71,0.12334902584552765,0.003418475156649947,0.8732325434684753,64809.000005086265,0.19331384288832815,0.17509424505394738,1.1638044097900073,0.08295144192285156,0.7971501807403903,0.15141911751679143,14.547236244309726,0.15348984448045067,70405.0
2025-01-06,72,0.6308891773223877,0.2736574709415436,0.09545337408781052,66590.8333384196,0.2106048708804154,0.18161067113214552,1.1326634045362445,0.07538575128633673,0.36161873377101983,0.1599995638854696,12.638842402349681,0.13038788681289062,61069.0
2025-01-07,73,0.8254729509353638,0.10935687273740768,0.06517015397548676,64198.16667175293,0.21145804482188535,0.17524851854915197,1.1487866994253257,0.030452583490639996,0.24545358801028905,0.1591224111192288,11.07441634649582,0.09849075945231156,58993.0
2025-01-08,74,0.5414518117904663,0.025244755670428276,0.4333033859729767,63526.333333333336,0.18265879609337066,0.18071138632396483,1.1609358848561488,0.05682682771973827,0.31792004473022084,0.1454306765130814,7.061201628793013,0.0554984946428624,66121.0
2025-01-09,75,0.6818351149559021,0.06655178219079971,0.251613050699234,64112.666666666664,0.17975447936103744,0.16926525339217013,1.15031870977134,0.11899364660129565,0.25717776420281,0.15650067183237423,37.075218438113474,0.38070909093537286,112649.0
2025-01-10,76,0.3797730505466461,0.4777063727378845,0.14252057671546936,70595.83333333333,0.2927492618507876,0.25735846506189014,1.5956890751342738,0.825983592043912,4.994298513541031,0.32669542417652486,28.909494743275435,0.29451367067289824,103167.0
2025-01-11,77,0.15498732030391693,0.08903388679027557,0.7559788227081299,78734.0,0.2792064144583222,0.21505580545322744,1.4307541849772651,0.41610993979729216,1.069215334895618,0.32294630307944344,24.036701417130146,0.2737792655991463,81417.00001525879
2025-01-12,78,0.11024066060781479,0.0011802734807133675,0.8885791301727295,80569.33333587646,0.28407844956770534,0.2306996074051489,1.3981622453097657,0.25255266703563617,0.21606045643916066,0.29498462821416355,15.484547014109234,0.12798837941011126,93345.0
2025-01-13,79,0.7347935438156128,0.17191503942012787,0.09329143911600113,85948.6666692098,0.30523599285870523,0.2532017464390723,1.3106544215927356,0.3996804293917714,0.19384720371540715,0.26186947505171465,32.74001881889994,0.3163117174029719,120883.00006103516
2025-01-14,80,0.6720407605171204,0.3003509044647217,0.027608288452029228,96263.66667938232,0.37613975020587437,0.2880387922747655,1.2557489677143763,0.5688750693802944,0.8743213768056172,0.25527636834966927,49.24321747795477,0.3905732343054351,73085.00001525879
2025-01-15,81,0.1278049647808075,2.3667375899094623e-06,0.8721926212310791,97424.33334859212,0.3009248798342652,0.2263842946179624,1.2407885782344132,0.4060997763585205,0.9726231185251647,0.2316786388974743,31.661315859629337,0.25467293078164677,93586.0
2025-01-16,82,0.6980549693107605,0.044320717453956604,0.2576242983341217,94247.16668192546,0.353537956499645,0.2656515014328085,1.2826168076649234,0.1016582284360324,0.007359789899938991,0.2388555310990163,28.60408778618595,0.14569562515476625,81262.0
2025-01-17,83,0.08421553671360016,0.00020085358119104058,0.915583610534668,90596.33334859212,0.3610717236456442,0.24982412845979715,1.3343034490800803,0.0017108861863359042,0.5005316981217809,0.246062376904648,11.736239693454891,0.06225107790304414,97913.0
2025-01-18,84,0.14426524937152863,0.02478509210050106,0.830949604511261,93345.66667938232,0.36666069930470735,0.26150414691137014,1.2950038749654689,0.04893639054172565,0.3544248316531856,0.2421260781733669,20.225027834723296,0.20567477227598668,85388.0
2025-01-19,85,0.36836856603622437,0.0013447607634589076,0.6302866339683533,92019.50001271565,0.3019054421441511,0.2280854588688659,1.3136672123227253,0.38573345927906916,0.2819555983560042,0.23260118838947447,13.440076562882513,0.10187116030585494,93229.0
2025-01-20,86,0.679720938205719,0.04133724421262741,0.2789418399333954,87410.50000254314,0.24759277236809993,0.16736961129294278,1.120151469184495,0.230452863033104,0.34994309686921204,0.1865738961900568,10.789280023291004,0.08889768772605097,85228.0
2025-01-21,87,0.6811249852180481,0.003052711021155119,0.3158222734928131,89434.33333333333,0.1741313196536912,0.1284319991807564,1.0948032634745046,0.0934540426309061,0.4958833358651071,0.16432529168022753,14.873438230460945,0.12301901011905406,85835.0
2025-01-22,88,0.6172670125961304,0.01621074043214321,0.3665222227573395,88142.5,0.1620400559139076,0.1035191410234303,1.110848909436424,0.05188189579374309,0.03656441717791411,0.1511141161548217,14.246823752317956,0.1000027232238326,82892.0
2025-01-23,89,0.2653479278087616,0.00032464248943142593,0.7343273758888245,88414.16666666667,0.13679638544757833,0.0693954592582822,1.1074356485103254,0.16989358794310866,0.4449079754601227,0.14448275039557262,16.468833960002883,0.13435747045267368,77543.0
2025-01-24,90,0.07010901719331741,0.0002567286719568074,0.9296342134475708,85019.16666666667,0.13009516085857567,0.05671747240882433,1.0965645001617281,0.09227331092008664,3.4553342974746912,0.1480533356589087,18.34067747783512,0.11329274321334044,85080.0
2025-01-25,91,0.22025586664676666,0.006364224944263697,0.7733798623085022,84967.83333333333,0.1468483967710973,0.057791430880568886,1.0972269898216385,0.09590688240844085,0.03297315361479336,0.16823751189027078,12.435824893878603,0.09825736132126033,79384.0
2025-01-26,92,0.040381137281656265,2.6060602976940572e-05,0.9595928192138672,82660.33333333333,0.15260990128240218,0.05401699459416263,1.0384061682145003,0.07069896484004823,0.9334685598377281,0.15083461458758896,12.00857870662059,0.08931725692422447,71040.99993896484
2025-01-27,93,0.15021321177482605,0.00010137166827917099,0.8496853709220886,80295.83332316081,0.1545696882218303,0.07361192922347318,1.0689844845939402,0.18424368300027247,1.5463072952310817,0.163137016287737,22.625404076331286,0.11427245835041322,60904.99998474121
2025-01-28,94,0.26310890913009644,0.00011277357407379895,0.7367783188819885,76140.83332061768,0.17580331676769614,0.0952902208952382,1.1174030581165408,0.2887675253391937,1.878215748973728,0.18810265791916875,125.74444928934795,0.9415419998334911,27610.0
2025-01-29,95,0.1087983027100563,2.626842388053774e-07,0.8912014961242676,66927.166653951,0.2545719321709743,0.19171847997583435,1.2712326586288762,0.7460796937390183,3.014708012010593,0.3326340307454024,23.138901267873194,0.21204706546207186,39554.999938964844
2025-01-30,96,0.29062604904174805,0.0007014558650553226,0.7086724638938904,60595.83331044515,0.32797683263512406,0.2588055635501346,1.4040569351380536,0.7512892813570372,0.8152256928137639,0.38405982353986373,14.617793869604231,0.08774081340798885,57981.0
2025-01-31,97,0.05160992965102196,0.0034063737839460373,0.944983720779419,56079.33331044515,0.42907139825231005,0.33858229023701075,1.415566043921107,0.38165574974860744,0.06005216539400243,0.39274239111747994,11.982495452574943,0.08720672309655106,66001.0
2025-02-01,98,0.05996030196547508,0.018849428743124008,0.9211902618408203,53848.83331044515,0.4655033387822856,0.3452271759315869,1.3192672073209968,0.09359534142380808,0.3188835668594738,0.42450962289542626,12.280980443206039,0.07245441875124622,72004.0
2025-02-02,99,0.3422982692718506,0.18787693977355957,0.46982479095458984,54009.333320617676,0.4707435152919187,0.3348821751592,1.3331769820701154,0.20550151858700735,0.6107801892489868,0.43766033019720735,12.518903758552147,0.11140864861170025,78511.0
2025-02-03,100,0.6380355358123779,0.22533680498600006,0.1366276890039444,56943.66665649414,0.3979106133931147,0.24362196205699385,1.3787485880318915,0.8938834288113935,0.6271413239929674,0.3810016352411047,17.650619620345147,0.13090139134120116,74744.0
2025-02-04,101,0.7414951324462891,0.16247603297233582,0.09602884948253632,64799.333323160805,0.3096371929295255,0.16669144926135643,1.211601971403899,0.5430457113739746,0.40797981951254175,0.2755749315569124,9.733547325489617,0.08620450797118236,77163.0
2025-02-05,102,0.8153525590896606,0.10095729678869247,0.08369013667106628,71067.33333333333,0.19632208900427767,0.07999773210707152,1.104741043705031,0.2699130402153826,0.41837354386352343,0.1922539588265802,21.04116840810804,0.20895926773919446,82951.0
2025-02-06,103,0.8499656915664673,0.11582031846046448,0.03421396762132645,75229.0,0.1750684408619116,0.06733550600627822,1.1026465857581518,0.2253120472158343,1.2757520510483136,0.16288751150948663,13.821108129593677,0.14145665705798285,72877.0
2025-02-07,104,0.5900264382362366,0.07110265642404556,0.33887091279029846,76375.0,0.16130626489871924,0.073433910637862,1.08610147299509,0.011430441898527004,0.6369235546814347,0.1611132724487125,22.703024576213455,0.22568672673077877,68565.0
